Meal Period,Category,Item Name,Portion,Description,Calories,Ingredients,Nutrients,Filters
Every Day,Frappuccino® Blended Beverages,Caramel Frappuccino® Light,Grande (16oz),"Coffee blended with caramel sauce, milk and ice-and fewer calories",140,N/A,"Calories: 140.0 , Fat Calories: 0.0 , Total Fat: 0.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 190.0 , Potassium: None , Total Carbohydrates: 30.0 , Dietary Fiber: 0.0 , Sugars: 29.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Caramel Frappuccino® Light,Venti (24oz),"Coffee blended with caramel sauce, milk and ice-and fewer calories",,N/A,"Calories: None , Fat Calories: None , Total Fat: None , Saturated Fat: None , Trans Fat: None , Cholesterol: None , Sodium: None , Potassium: None , Total Carbohydrates: None , Dietary Fiber: None , Sugars: None , Protein: None , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Tall Coffee Frappuccino®,Tall (12oz),Coffee blended with milk and ice.,180,N/A,"Calories: 180.0 , Fat Calories: 25.0 , Total Fat: 2.5 , Saturated Fat: 1.5 , Trans Fat: 0.0 , Cholesterol: 10.0 , Sodium: None , Potassium: None , Total Carbohydrates: 36.0 , Dietary Fiber: 0.0 , Sugars: 36.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Coffee Frappuccino® Blended Beverage (Grande),16 oz,Coffee meets milk and ice in a blender for a rumble-and-tumble togetherness to create one of our most-beloved original Frappuccino® blended beverages.,230,N/A,"Calories: 230.0 , Fat Calories: 30.0 , Total Fat: 3.0 , Saturated Fat: 2.0 , Trans Fat: 0.0 , Cholesterol: 10.0 , Sodium: None , Potassium: None , Total Carbohydrates: 46.0 , Dietary Fiber: 0.0 , Sugars: 45.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Venti Coffee Frappuccino®,Venti (24oz),Coffee blended with milk and ice.,350,N/A,"Calories: 350.0 , Fat Calories: 45.0 , Total Fat: 5.0 , Saturated Fat: 3.0 , Trans Fat: 0.0 , Cholesterol: 15.0 , Sodium: None , Potassium: None , Total Carbohydrates: 70.0 , Dietary Fiber: 0.0 , Sugars: 69.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 200.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Coffee Frappuccino® Light,Tall (12oz),"A delicious and refreshing blend of coffee, milk and ice-and fewer calories.",,N/A,"Calories: None , Fat Calories: None , Total Fat: None , Saturated Fat: None , Trans Fat: None , Cholesterol: None , Sodium: None , Potassium: None , Total Carbohydrates: None , Dietary Fiber: None , Sugars: None , Protein: None , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Coffee Frappuccino® Light,Grande (16oz),"A delicious and refreshing blend of coffee, milk and ice-and fewer calories.",110,N/A,"Calories: 110.0 , Fat Calories: 0.0 , Total Fat: 0.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 200.0 , Potassium: None , Total Carbohydrates: 24.0 , Dietary Fiber: 0.0 , Sugars: 23.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Coffee Frappuccino® Light,Venti (24oz),"A delicious and refreshing blend of coffee, milk and ice-and fewer calories.",,N/A,"Calories: None , Fat Calories: None , Total Fat: None , Saturated Fat: None , Trans Fat: None , Cholesterol: None , Sodium: None , Potassium: None , Total Carbohydrates: None , Dietary Fiber: None , Sugars: None , Protein: None , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Double Chocolaty Chip Frappuccino®,Tall (12oz),"A creamy blend of rich mocha-flavored sauce, chocolaty chips, milk and ice. Topped with sweetened whipped cream and mocha drizzle.",300,N/A,"Calories: 300.0 , Fat Calories: 130.0 , Total Fat: 14.0 , Saturated Fat: 9.0 , Trans Fat: 0.0 , Cholesterol: 40.0 , Sodium: 190.0 , Potassium: None , Total Carbohydrates: 42.0 , Dietary Fiber: 0.0 , Sugars: 38.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 2.7 ",
Every Day,Frappuccino® Blended Beverages,Double Chocolaty Chip Frappuccino® Blended Beverage (Grande),16 oz,"Rich mocha-flavored sauce meets up with chocolaty chips, milk and ice for a blender bash. Top it off with sweetened whipped cream and mocha drizzle for a real party in your mouth.",410,N/A,"Calories: 410.0 , Fat Calories: 180.0 , Total Fat: 20.0 , Saturated Fat: 13.0 , Trans Fat: 0.5 , Cholesterol: 50.0 , Sodium: None , Potassium: None , Total Carbohydrates: 51.0 , Dietary Fiber: 2.0 , Sugars: 47.0 , Protein: 7.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 200.0 , Iron: 3.6 ",
Every Day,Frappuccino® Blended Beverages,Double Chocolaty Chip Frappuccino®,Venti (24oz),"A creamy blend of rich mocha-flavored sauce, chocolaty chips, milk and ice. Topped with sweetened whipped cream and mocha drizzle.",520,N/A,"Calories: 520.0 , Fat Calories: 210.0 , Total Fat: 23.0 , Saturated Fat: 15.0 , Trans Fat: 1.0 , Cholesterol: 60.0 , Sodium: 350.0 , Potassium: None , Total Carbohydrates: 76.0 , Dietary Fiber: 2.0 , Sugars: 69.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 250.0 , Iron: 5.4 ",
Every Day,Frappuccino® Blended Beverages,Espresso Frappuccino®,Tall (12oz),"Coffee with espresso, blended with milk and ice.",160,N/A,"Calories: 160.0 , Fat Calories: 15.0 , Total Fat: 1.5 , Saturated Fat: 1.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 140.0 , Potassium: None , Total Carbohydrates: 34.0 , Dietary Fiber: 0.0 , Sugars: 33.0 , Protein: 2.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 60.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Espresso Frappuccino® Blended Beverage (Grande),16 oz,"Coffee is combined with a shot of espresso and milk, then blended with ice to give you a nice little jolt and lots of sipping joy.",210,N/A,"Calories: 210.0 , Fat Calories: 20.0 , Total Fat: 2.5 , Saturated Fat: 1.5 , Trans Fat: 0.0 , Cholesterol: 5.0 , Sodium: None , Potassium: None , Total Carbohydrates: 43.0 , Dietary Fiber: 0.0 , Sugars: 42.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 80.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Espresso Frappuccino®,Venti (24oz),"Coffee with espresso, blended with milk and ice.",310,N/A,"Calories: 310.0 , Fat Calories: 35.0 , Total Fat: 4.0 , Saturated Fat: 2.0 , Trans Fat: 0.0 , Cholesterol: 10.0 , Sodium: 270.0 , Potassium: None , Total Carbohydrates: 65.0 , Dietary Fiber: 0.0 , Sugars: 63.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Java Chip Frappuccino®,Tall (12oz),"Coffee with rich mocha-flavored sauce blended with milk, chocolaty chips and ice.  Topped with sweetened whipped cream and chocolate flavored drizzle.",330,N/A,"Calories: 330.0 , Fat Calories: 120.0 , Total Fat: 13.0 , Saturated Fat: 9.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 180.0 , Potassium: None , Total Carbohydrates: 51.0 , Dietary Fiber: 0.0 , Sugars: 46.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 2.7 ",
Every Day,Frappuccino® Blended Beverages,Java Chip Frappuccino® Blended Beverage (Grande),16 oz,"We blend mocha sauce and Frappuccino® chips with coffee, milk and ice, then top it off with whipped cream and a mocha drizzle to bring you endless java joy.",440,N/A,"Calories: 440.0 , Fat Calories: 170.0 , Total Fat: 18.0 , Saturated Fat: 12.0 , Trans Fat: 0.0 , Cholesterol: 45.0 , Sodium: None , Potassium: None , Total Carbohydrates: 65.0 , Dietary Fiber: 2.0 , Sugars: 60.0 , Protein: 6.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 3.6 ",
Every Day,Frappuccino® Blended Beverages,Java Chip Frappuccino®,Venti (24oz),"Coffee with rich mocha-flavored sauce blended with milk, chocolaty chips and ice.  Topped with sweetened whipped cream and chocolate flavored drizzle.",580,N/A,"Calories: 580.0 , Fat Calories: 190.0 , Total Fat: 21.0 , Saturated Fat: 14.0 , Trans Fat: 1.0 , Cholesterol: 55.0 , Sodium: 350.0 , Potassium: None , Total Carbohydrates: 95.0 , Dietary Fiber: 2.0 , Sugars: 87.0 , Protein: 8.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 200.0 , Iron: 5.4 ",
Every Day,Frappuccino® Blended Beverages,Java Chip Frappuccino® Light,Tall (12oz),"Coffee with reich mocha flavored sauce blended with milk, chocolaty chips and ice-and fewer calories.",,N/A,"Calories: None , Fat Calories: None , Total Fat: None , Saturated Fat: None , Trans Fat: None , Cholesterol: None , Sodium: None , Potassium: None , Total Carbohydrates: None , Dietary Fiber: None , Sugars: None , Protein: None , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Java Chip Frappuccino® Light,Grande (16oz),"Coffee with reich mocha flavored sauce blended with milk, chocolaty chips and ice-and fewer calories.",200,N/A,"Calories: 200.0 , Fat Calories: 35.0 , Total Fat: 4.0 , Saturated Fat: 3.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 230.0 , Potassium: None , Total Carbohydrates: 40.0 , Dietary Fiber: 2.0 , Sugars: 36.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 3.6 ",
Every Day,Frappuccino® Blended Beverages,Java Chip Frappuccino® Light,Venti (24oz),"Coffee with reich mocha flavored sauce blended with milk, chocolaty chips and ice-and fewer calories.",,N/A,"Calories: None , Fat Calories: None , Total Fat: None , Saturated Fat: None , Trans Fat: None , Cholesterol: None , Sodium: None , Potassium: None , Total Carbohydrates: None , Dietary Fiber: None , Sugars: None , Protein: None , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Mocha Frappuccino®,Tall (12oz),Coffee with rich mocha flavored sauce blended with milk and ice. Topped with sweetened whipped cream.,280,N/A,"Calories: 280.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 35.0 , Sodium: 160.0 , Potassium: None , Total Carbohydrates: 44.0 , Dietary Fiber: 0.0 , Sugars: 41.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 0.72 ",
Every Day,Frappuccino® Blended Beverages,Mocha Frappuccino® Blended Beverage (Grande),16 oz,"Mocha sauce, Frappuccino® Roast coffee, milk and ice all come together for a mocha flavor that'll leave you wanting more. To change things up, try it affogato-style with a hot espresso shot poured right over the top.",370,N/A,"Calories: 370.0 , Fat Calories: 140.0 , Total Fat: 15.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 45.0 , Sodium: None , Potassium: None , Total Carbohydrates: 54.0 , Dietary Fiber: 1.0 , Sugars: 51.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 1.08 ",
Every Day,Frappuccino® Blended Beverages,Mocha Frappuccino®,Venti (24oz),Coffee with rich mocha flavored sauce blended with milk and ice. Topped with sweetened whipped cream.,500,N/A,"Calories: 500.0 , Fat Calories: 150.0 , Total Fat: 17.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 55.0 , Sodium: 310.0 , Potassium: None , Total Carbohydrates: 83.0 , Dietary Fiber: 0.0 , Sugars: 79.0 , Protein: 7.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 200.0 , Iron: 1.8 ",
Every Day,Frappuccino® Blended Beverages,Mocha Frappuccino® Light,Tall (12oz),Coffee with rich mocha sauce blended with nonfat milk and ice.,110,N/A,"Calories: 110.0 , Fat Calories: 5.0 , Total Fat: 0.5 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 140.0 , Potassium: None , Total Carbohydrates: 23.0 , Dietary Fiber: 0.0 , Sugars: 21.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 0.72 ",
Every Day,Frappuccino® Blended Beverages,Mocha Frappuccino® Light,Grande (16oz),Coffee with rich mocha sauce blended with nonfat milk and ice.,130,N/A,"Calories: 130.0 , Fat Calories: 5.0 , Total Fat: 0.5 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 170.0 , Potassium: None , Total Carbohydrates: 28.0 , Dietary Fiber: 0.0 , Sugars: 26.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 1.08 ",
Every Day,Frappuccino® Blended Beverages,Mocha Frappuccino® Light,Venti (24oz),Coffee with rich mocha sauce blended with nonfat milk and ice.,190,N/A,"Calories: 190.0 , Fat Calories: 10.0 , Total Fat: 1.0 , Saturated Fat: 0.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: 250.0 , Potassium: None , Total Carbohydrates: 41.0 , Dietary Fiber: 0.0 , Sugars: 38.0 , Protein: 6.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 1.44 ",
Every Day,Frappuccino® Blended Beverages,Strawberries & Crème Frappuccino®,Tall (12oz),Strawberries and milk blended with ice and topped with a swirl of whipped cream.,380,N/A,"Calories: 380.0 , Fat Calories: 130.0 , Total Fat: 15.0 , Saturated Fat: 9.0 , Trans Fat: 0.0 , Cholesterol: 5.0 , Sodium: 200.0 , Potassium: None , Total Carbohydrates: 57.0 , Dietary Fiber: 0.0 , Sugars: 54.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 5.0 , Calcium: 150.0 , Iron: 0.36 ",
Every Day,Frappuccino® Blended Beverages,Strawberries Crème Frappuccino® Blended Beverage (Grande),16 oz,"Summer's favorite berry is the star of this delicious Frappuccino® Blended Beverage—a blend of ice, milk and strawberry puree layered on top of a splash of strawberry puree and finished with vanilla whipped cream.",370,N/A,"Calories: 370.0 , Fat Calories: None , Total Fat: 15.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 50.0 , Sodium: None , Potassium: None , Total Carbohydrates: 50.0 , Dietary Fiber: 0.0 , Sugars: 51.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Frappuccino® Blended Beverages,Strawberries & Crème Frappuccino®,Venti (24oz),Strawberries and milk blended with ice and topped with a swirl of whipped cream.,,N/A,"Calories: None , Fat Calories: None , Total Fat: None , Saturated Fat: None , Trans Fat: None , Cholesterol: None , Sodium: None , Potassium: None , Total Carbohydrates: None , Dietary Fiber: None , Sugars: None , Protein: None , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Tazo® Chai Crème Frappuccino®,Tall (12oz),"A creamy blend of spicy Tazo®chai, milk and ice. Topped with sweetened whipped cream and a dash of cinnamon.",170,N/A,"Calories: 170.0 , Fat Calories: 30.0 , Total Fat: 3.5 , Saturated Fat: 2.0 , Trans Fat: 0.0 , Cholesterol: 10.0 , Sodium: 150.0 , Potassium: None , Total Carbohydrates: 32.0 , Dietary Fiber: 0.0 , Sugars: 32.0 , Protein: 3.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 100.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Chai Crème Frappuccino® Blended Beverage (Grande),16 oz,"A creamy blend of spicy classic chai, milk and ice. Topped with sweetened whipped cream and a dash of cinnamon. Spice up your afternoon treat.",250,N/A,"Calories: 250.0 , Fat Calories: 40.0 , Total Fat: 4.0 , Saturated Fat: 2.5 , Trans Fat: 0.0 , Cholesterol: 15.0 , Sodium: None , Potassium: None , Total Carbohydrates: 49.0 , Dietary Fiber: 0.0 , Sugars: 48.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Tazo® Chai Crème Frappuccino®,Venti (24oz),"A creamy blend of spicy Tazo®chai, milk and ice. Topped with sweetened whipped cream and a dash of cinnamon.",350,N/A,"Calories: 350.0 , Fat Calories: 60.0 , Total Fat: 7.0 , Saturated Fat: 4.0 , Trans Fat: 0.0 , Cholesterol: 20.0 , Sodium: 310.0 , Potassium: None , Total Carbohydrates: 66.0 , Dietary Fiber: 0.0 , Sugars: 65.0 , Protein: 7.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 250.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Tazo® Green Tea Crème Frappuccino®,Tall (12oz),"A refreshing blend of sweetened matcha green tea, milk and ice. Topped with sweetened whipped cream.",320,N/A,"Calories: 320.0 , Fat Calories: 100.0 , Total Fat: 12.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 40.0 , Sodium: 170.0 , Potassium: None , Total Carbohydrates: 50.0 , Dietary Fiber: 0.0 , Sugars: 48.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 6.0 , Calcium: 150.0 , Iron: 0.36 ",
Every Day,Frappuccino® Blended Beverages,Matcha Crème Frappuccino® Blended Beverage (Grande),16 oz,"This blend of sweetened premium matcha green tea, milk and ice—topped off with sweetened whipped cream—inspires a delicious boost and good green vibes.",420,N/A,"Calories: 420.0 , Fat Calories: 140.0 , Total Fat: 16.0 , Saturated Fat: 10.0 , Trans Fat: 0.5 , Cholesterol: 50.0 , Sodium: None , Potassium: None , Total Carbohydrates: 62.0 , Dietary Fiber: 1.0 , Sugars: 61.0 , Protein: 6.0 , Vitamin A: None , Vitamin C: 9.0 , Calcium: 200.0 , Iron: 0.36 ",
Every Day,Frappuccino® Blended Beverages,Tazo® Green Tea Crème Frappuccino®,Venti (24oz),"A refreshing blend of sweetened matcha green tea, milk and ice. Topped with sweetened whipped cream.",560,N/A,"Calories: 560.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 11.0 , Trans Fat: 1.0 , Cholesterol: 60.0 , Sodium: 310.0 , Potassium: None , Total Carbohydrates: 91.0 , Dietary Fiber: 2.0 , Sugars: 89.0 , Protein: 8.0 , Vitamin A: None , Vitamin C: 9.0 , Calcium: 250.0 , Iron: 0.72 ",
Every Day,Frappuccino® Blended Beverages,Vanilla Bean Crème Frappuccino®,Tall (12oz),"A rich and creamy blend of vanilla bean, milk, and ice. Topped with whipped cream.",280,N/A,"Calories: 280.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 7.0 , Trans Fat: 0.0 , Cholesterol: 40.0 , Sodium: 170.0 , Potassium: None , Total Carbohydrates: 41.0 , Dietary Fiber: 0.0 , Sugars: 39.0 , Protein: 4.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Vanilla Bean Crème Frappuccino® Blended Beverage,16 oz,"This rich and creamy blend of vanilla bean, milk and ice topped with whipped cream takes va-va-vanilla flavor to another level. To change things up, try it affogato-style with a hot espresso shot poured right over the top.",410,N/A,"Calories: 410.0 , Fat Calories: None , Total Fat: 15.0 , Saturated Fat: 8.0 , Trans Fat: None , Cholesterol: 44.0 , Sodium: None , Potassium: None , Total Carbohydrates: 63.0 , Dietary Fiber: 0.0 , Sugars: 63.0 , Protein: 2.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 95.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,Vanilla Bean Crème Frappuccino®,Venti (24oz),"A rich and creamy blend of vanilla bean, milk, and ice. Topped with whipped cream.",490,N/A,"Calories: 490.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 11.0 , Trans Fat: 1.0 , Cholesterol: 60.0 , Sodium: 310.0 , Potassium: None , Total Carbohydrates: 76.0 , Dietary Fiber: 0.0 , Sugars: 73.0 , Protein: 7.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 250.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,White Chocolate Crème Frappuccino®,Tall (12oz),"A rich and creamy blend of white chocolate flavored sauce, milk and ice. Topped with sweetened whipped cream.",290,N/A,"Calories: 290.0 , Fat Calories: 110.0 , Total Fat: 13.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 40.0 , Sodium: 190.0 , Potassium: None , Total Carbohydrates: 39.0 , Dietary Fiber: 0.0 , Sugars: 38.0 , Protein: 5.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 150.0 , Iron: 0.0 ",
Every Day,Frappuccino® Blended Beverages,White Chocolate Crème Frappuccino® Blended Beverage (Grande),16 oz,"A smooth blend of white chocolate sauce, milk and ice topped with whipped cream for a remarkable flavor that surprisingly wows.",380,N/A,"Calories: 380.0 , Fat Calories: 160.0 , Total Fat: 18.0 , Saturated Fat: 12.0 , Trans Fat: 0.5 , Cholesterol: 50.0 , Sodium: None , Potassium: None , Total Carbohydrates: 49.0 , Dietary Fiber: 0.0 , Sugars: 49.0 , Protein: 6.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 250.0 , Iron: 0.0 ",
