Meal Period,Category,Item Name,Portion,Description,Calories,Ingredients,Nutrients,Filters
Dinner,GRILL STATION,Pollock Bites,4 oz meat,Breaded Seasoned Pollock Bites,310,Breaded Pollock,"Calories: 310 kcal, Protein (g): 16 g, Total Carbohydrates (g): 24 g, Sugar (g): 1 g, Total Fat (g): 17 g, Saturated Fat (g): 2 g, Cholesterol (mg): 45 mg, Dietary Fiber (g): 2 g, Sodium (mg): 340 mg, Potassium (mg): 330 mg, Calcium (mg): 0 mg, Iron (mg): 1.5 mg, Trans Fat (g): 0 g, Vitamin D (IU): 50+ IU, Vitamin C (mg): 0 mg, Calories From Fat: 160 kcal, Vitamin A (RE): 5+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Milk, Wheat, Onion, Fish, Good Source of Protein"
Dinner,GRILL STATION,French Fries,1/2 cup,Crispy strips of fried potatoes,150,"French Fries, Salt","Calories: 150 kcal, Protein (g): less than 1 gram g, Total Carbohydrates (g): 17 g, Sugar (g): 0 g, Total Fat (g): 9 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 300 mg, Potassium (mg): 260 mg, Calcium (mg): 0 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 0+ mg, Calories From Fat: 80 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0+ g",Soy
Dinner,GRILL STATION,Celery Sticks,3 each,Celery Sticks,0,Celery,"Calories: 0 kcal, Protein (g): 0 g, Total Carbohydrates (g): 0 g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 10 mg, Potassium (mg): 30 mg, Calcium (mg): 0 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Celery, Avoiding Gluten"
Dinner,GRILL STATION,Fresh Carrot Sticks ,3 piece,Carrot Sticks ,10,Carrots,"Calories: 10 kcal, Protein (g): 0 g, Total Carbohydrates (g): 2 g, Sugar (g): 1 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 15 mg, Potassium (mg): 80 mg, Calcium (mg): 10 mg, Iron (mg): 0.1 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Avoiding Gluten"
Dinner,GRILL STATION,Blue Cheese Dressing,1 floz,Blue Cheese Dressing,160,Blue Cheese Dressing,"Calories: 160 kcal, Protein (g): 0 g, Total Carbohydrates (g): 1 g, Sugar (g): 1 g, Total Fat (g): 16 g, Saturated Fat (g): 3.5 g, Cholesterol (mg): 15 mg, Dietary Fiber (g): 0 g, Sodium (mg): 270 mg, Potassium (mg): 0 mg, Calcium (mg): 0 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): - IU, Vitamin C (mg): - mg, Calories From Fat: 140 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 5 g","Milk, Egg, Vegetarian, Onion, Garlic, MSG, Mustard, Avoiding Gluten"
Dinner,GRILL STATION,Buffalo Ranch Dressing,1 floz,Ranch dressing with buffalo sauce,40,"Buffalo Wing Sauce, Low Fat Buttermilk, Mayonnaise, Ranch Dressing Mix","Calories: 40 kcal, Protein (g): 0 g, Total Carbohydrates (g): less than 1 gram g, Sugar (g): 0 g, Total Fat (g): 4 g, Saturated Fat (g): 0.5 g, Cholesterol (mg): less than 5 milligrams mg, Dietary Fiber (g): 0 g, Sodium (mg): 480 mg, Potassium (mg): 30+ mg, Calcium (mg): 10 mg, Iron (mg): 0.1 mg, Trans Fat (g): - g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 0+ mg, Calories From Fat: 35 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Milk, Egg, Vegetarian, Onion, Garlic, MSG, Mustard, Gluten*"
Dinner,GRILL STATION,Buffalo Popcorn Shrimp,4 ounce,Lightly breaded and fried shrimp bites with a mild buffalo sauce,250,"Breaded Shrimp, Buffalo Wing Sauce","Calories: 250 kcal, Protein (g): 13 g, Total Carbohydrates (g): 32 g, Sugar (g): 1 g, Total Fat (g): 8 g, Saturated Fat (g): 0.5 g, Cholesterol (mg): 80 mg, Dietary Fiber (g): 1 g, Sodium (mg): 720 mg, Potassium (mg): 170 mg, Calcium (mg): 40 mg, Iron (mg): 1.9 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 0+ mg, Calories From Fat: 70 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Wheat, Onion, Garlic, Shellfish - Crustacean, Good Source of Protein"
Dinner,ROOTED,Ginger Soy Seitan Pepper Steak,1/2 cup,"Garlic & Soy Sauce Marinated  Seitan Pepper ""Steak""",90,"Water, Seasoned Wheat Gluten Seitan, Green Bell Peppers, Soy Sauce, Canola Oil, Cornstarch, Vegetable Base, Garlic, Onions, Ginger","Calories: 90 kcal, Protein (g): 10 g, Total Carbohydrates (g): 6 g, Sugar (g): less than 1 gram g, Total Fat (g): 3.5 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 550 mg, Potassium (mg): 50+ mg, Calcium (mg): 10+ mg, Iron (mg): 0.2+ mg, Trans Fat (g): - g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 17+ mg, Calories From Fat: 30 kcal, Vitamin A (RE): 10+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Wheat, MSG*, Soy, Vegetarian, Onion, Tomato, Vegan, Garlic, How Good Friendly, Alcohol*, Celery, Good Source of Protein"
Dinner,ROOTED,Vegan Vegetable Fried Rice,4 ounce,"Vegan vegetable fried White rice blended with carrots, celery, onions, peas and soy sauce with essence of garlic and ginger",120,"Water, Long Grain White Rice, Sesame Oil, Soy Sauce, Carrots, Celery, Onions, Green Peas, Garlic, Ginger","Calories: 120 kcal, Protein (g): 2 g, Total Carbohydrates (g): 15 g, Sugar (g): less than 1 gram g, Total Fat (g): 6 g, Saturated Fat (g): 1 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 170 mg, Potassium (mg): 100 mg, Calcium (mg): 20 mg, Iron (mg): 0.6 mg, Trans Fat (g): - g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1+ mg, Calories From Fat: 50 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Soy, Vegetarian, Onion, Vegan, Garlic, How Good Friendly, Sesame, Celery, Avoiding Gluten"
Dinner,ROOTED,Sesame Carrots,2/3 cup,Steamed baby carrots topped with sesame seeds and herbs,60,"Carrots, Sesame Seeds, Salt, Thyme","Calories: 60 kcal, Protein (g): 1 g, Total Carbohydrates (g): 8 g, Sugar (g): 5+ g, Total Fat (g): 2.5 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 3 g, Sodium (mg): 115 mg, Potassium (mg): 240 mg, Calcium (mg): 30 mg, Iron (mg): 1.1 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 2 mg, Calories From Fat: 20 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Sesame, Avoiding Gluten"
Dinner,DELI SPECIAL,Italian Cold Cut Slider,1 each,Mini Italian sandwich,250,"French Petite Roll Dough, Banana Peppers, Genoa Salami, Ham, Provolone Cheese, Balsamic Vinegar Glace, Pepperoni-","Calories: 250 kcal, Protein (g): 12 g, Total Carbohydrates (g): 20 g, Sugar (g): 4 g, Total Fat (g): 13 g, Saturated Fat (g): 5 g, Cholesterol (mg): 40 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 820 mg, Potassium (mg): 100+ mg, Calcium (mg): 120 mg, Iron (mg): 1.4 mg, Trans Fat (g): - g, Vitamin D (IU): 10+ IU, Vitamin C (mg): 4+ mg, Calories From Fat: 120 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Egg, Soy, Beef, Garlic, Mustard*, Celery*, Pork, Sesame*, Sulphites, Good Source of Protein"
Dinner,PIZZA/FLATBREADS,Cheese Pizza,1 slice,Traditional pizza with just pizza sauce and mozzarella cheese,190,"Pizza Dough, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Canola Oil, Salt, Basil, Garlic, Black Pepper","Calories: 190 kcal, Protein (g): 8 g, Total Carbohydrates (g): 28 g, Sugar (g): 2 g, Total Fat (g): 5 g, Saturated Fat (g): 2 g, Cholesterol (mg): 10 mg, Dietary Fiber (g): 1 g, Sodium (mg): 430 mg, Potassium (mg): 110 mg, Calcium (mg): 110 mg, Iron (mg): 1.9 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1 mg, Calories From Fat: 45 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0 g","Gluten, Milk, Wheat, Vegetarian, Tomato, Garlic, Egg*, Soy*, Sulphites, Good Source of Protein"
Dinner,PIZZA/FLATBREADS,Pepperoni Pizza,1 slice,Pepperoni Pizza,210,"Pizza Dough, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Pepperoni-, Canola Oil, Salt, Basil, Garlic, Black Pepper","Calories: 210 kcal, Protein (g): 9 g, Total Carbohydrates (g): 28 g, Sugar (g): 2 g, Total Fat (g): 6 g, Saturated Fat (g): 2.5 g, Cholesterol (mg): 10 mg, Dietary Fiber (g): 1 g, Sodium (mg): 480 mg, Potassium (mg): 120 mg, Calcium (mg): 110 mg, Iron (mg): 2 mg, Trans Fat (g): 0 g, Vitamin D (IU): 5 IU, Vitamin C (mg): 1 mg, Calories From Fat: 60 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5 g","Gluten, Milk, Wheat, Tomato, Beef, Garlic, Mustard*, Egg*, Soy*, Pork, Sulphites, Good Source of Protein"
Dinner,PIZZA/FLATBREADS,Jerk Beef Meatball Pizza,1 slice,Jerk Beef Meatball Pizza,300,"Pizza Dough, Part Skim Mozzarella Cheese, Onions, Beef Meatballs, Green Bell Peppers, Onions, Canola Oil, Green Onions, Waters, Soy Sauce, Lime, Parmesan Cheese, Brown Sugar (sugar, cane syrups), Cilantro, Dijon Mustard, Salt, Chili Peppers, Garlic, Garlic, Cinnamon, Ginger, Parsley, Thyme, Ground Allspice, Lime, Italian Seasoning, Garlic, Oregano, Red Pepper, Nutmeg","Calories: 300 kcal, Protein (g): 11 g, Total Carbohydrates (g): 34 g, Sugar (g): 4+ g, Total Fat (g): 14 g, Saturated Fat (g): 3.5 g, Cholesterol (mg): 15 mg, Dietary Fiber (g): 2 g, Sodium (mg): 760 mg, Potassium (mg): 220+ mg, Calcium (mg): 150 mg, Iron (mg): 2.4 mg, Trans Fat (g): - g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 13+ mg, Calories From Fat: 130 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, MSG*, Soy, Onion, Tomato, Beef, Garlic, Egg*, Sulphites, Mustard, Alcohol, Good Source of Protein"
Dinner,PIZZA/FLATBREADS,Crushed Red Pepper,1 tsp,Crushed Red Pepper,5,Red Pepper,"Calories: 5 kcal, Protein (g): 0 g, Total Carbohydrates (g): 1 g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 40 mg, Calcium (mg): 0 mg, Iron (mg): 0.1 mg, Trans Fat (g): - g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0+ g","Vegetarian, Vegan, Avoiding Gluten"
Dinner,PIZZA/FLATBREADS,Dried Oregano,1 tsp,Dried Oregano,0,Oregano,"Calories: 0 kcal, Protein (g): 0 g, Total Carbohydrates (g): 0 g, Sugar (g): - g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 0 mg, Calcium (mg): 10 mg, Iron (mg): 0.3 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Avoiding Gluten"
Dinner,PIZZA/FLATBREADS,Grated Parmesan Cheese,1 tsp,Grated Parmesan Cheese,10,Parmesan Cheese,"Calories: 10 kcal, Protein (g): less than 1 gram g, Total Carbohydrates (g): 0 g, Sugar (g): 0 g, Total Fat (g): 0.5 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 40 mg, Potassium (mg): 0 mg, Calcium (mg): 20 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 5 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Milk, Vegetarian, Avoiding Gluten"
Dinner,PIZZA/FLATBREADS,Garlic Powder,1 tsp,Garlic Powder,10,Garlic,"Calories: 10 kcal, Protein (g): 0 g, Total Carbohydrates (g): 2 g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 30 mg, Calcium (mg): 0 mg, Iron (mg): 0.2 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Garlic, Avoiding Gluten"
Dinner,THE KITCHEN PASTA BAR,Whole Wheat Rotini Pasta,1/2 cup,Whole Wheat Rotini Pasta,80,"Water, Whole Grain Rotini, Canola Oil, Salt","Calories: 80 kcal, Protein (g): 3 g, Total Carbohydrates (g): 15 g, Sugar (g): 0 g, Total Fat (g): 1 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0+ mg, Dietary Fiber (g): 2 g, Sodium (mg): 0 mg, Potassium (mg): 50 mg, Calcium (mg): 10 mg, Iron (mg): 0.9 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 0+ mg, Calories From Fat: 10 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Wheat, Vegetarian, Vegan"
Dinner,THE KITCHEN PASTA BAR,Bowtie Pasta,3/4 cup,Lightly tossed in melted margarine,160,"Water, Pasta, Butter, Salt","Calories: 160 kcal, Protein (g): 5 g, Total Carbohydrates (g): 28 g, Sugar (g): less than 1 gram g, Total Fat (g): 3 g, Saturated Fat (g): 1.5 g, Cholesterol (mg): 5 mg, Dietary Fiber (g): 2 g, Sodium (mg): 135 mg, Potassium (mg): 40 mg, Calcium (mg): 10 mg, Iron (mg): 1.2 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 30 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Milk, Wheat, Vegetarian, Egg*"
Dinner,THE KITCHEN PASTA BAR,Creamy Pesto Sauce,3 floz,With cream and basil,80,"Fat Free Milk, Basil Pesto, Butter, All Purpose Flour, Paprika (Paprika and Silicon Dioxide), Salt, White Pepper","Calories: 80 kcal, Protein (g): 3 g, Total Carbohydrates (g): 6 g, Sugar (g): 3+ g, Total Fat (g): 5 g, Saturated Fat (g): 2.5 g, Cholesterol (mg): 10 mg, Dietary Fiber (g): 0 g, Sodium (mg): 130 mg, Potassium (mg): 100+ mg, Calcium (mg): 90 mg, Iron (mg): 0.3 mg, Trans Fat (g): - g, Vitamin D (IU): 30+ IU, Vitamin C (mg): 0 mg, Calories From Fat: 50 kcal, Vitamin A (RE): 10+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Vegetarian, Garlic"
Dinner,THE KITCHEN PASTA BAR,Marinara Sauce,1 ladle-1oz,Classic Italian Tomato sauce,15,"Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Water, Tomato paste (tomato paste, salt, citric acid), Onions, Canola Oil, Parsley, Sugar, Garlic, Salt, Basil, Black Pepper","Calories: 15 kcal, Protein (g): 0 g, Total Carbohydrates (g): 2 g, Sugar (g): 1 g, Total Fat (g): 0.5 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 55 mg, Potassium (mg): 80 mg, Calcium (mg): 10 mg, Iron (mg): 0.3 mg, Trans Fat (g): - g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 3 mg, Calories From Fat: 5 kcal, Vitamin A (RE): 10+ RE, Saturated Fat + Trans Fat (g): 0+ g","Vegetarian, Onion, Tomato, Vegan, Garlic"
Dinner,PIZZA STATION PASTA BAR,Pesto Shrimp and Penne,6 oz portion,Shrimp Tossed with Penne and Pesto Sauce,370,"Water, Penne, Shrimp, Basil Pesto, Parmesan Cheese, Canola Oil, Salt, Garlic","Calories: 370 kcal, Protein (g): 18 g, Total Carbohydrates (g): 31 g, Sugar (g): less than 1 gram g, Total Fat (g): 19 g, Saturated Fat (g): 3.5 g, Cholesterol (mg): 80 mg, Dietary Fiber (g): 2 g, Sodium (mg): 770 mg, Potassium (mg): 110+ mg, Calcium (mg): 200 mg, Iron (mg): 1.7 mg, Trans Fat (g): - g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 2+ mg, Calories From Fat: 170 kcal, Vitamin A (RE): 100+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Garlic, Egg*, Shellfish - Crustacean, Good Source of Protein"
