Meal Period,Category,Item Name,Portion,Description,Calories,Ingredients,Nutrients,Filters
Every Day,Spreads,Butter Blend,0.5oz,Butter Blend,100,N/A,"Calories: 100.0 , Fat Calories: 100.0 , Total Fat: 12.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: 0.0 , Total Carbohydrates: 0.0 , Dietary Fiber: 0.0 , Sugars: 0.0 , Protein: 0.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Spreads,Peanut Butter,1.5 oz,Peanut Butter,240,N/A,"Calories: 240.0 , Fat Calories: 180.0 , Total Fat: 20.0 , Saturated Fat: 3.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 11.0 , Dietary Fiber: 3.0 , Sugars: 4.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Spreads,Peanut Butter & Jelly,2.5 oz,Peanut Butter & Jelly,320,N/A,"Calories: 320.0 , Fat Calories: 180.0 , Total Fat: 20.0 , Saturated Fat: 3.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 29.0 , Dietary Fiber: 3.0 , Sugars: 21.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Spreads,Hummus,1.5 oz,Hummus,110,N/A,"Calories: 110.0 , Fat Calories: 70.0 , Total Fat: 8.0 , Saturated Fat: 1.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 6.0 , Dietary Fiber: 2.0 , Sugars: None , Protein: 3.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Plain,1 bagel,Plain,270,N/A,"Calories: 270.0 , Fat Calories: 10.0 , Total Fat: 1.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 56.0 , Dietary Fiber: 2.0 , Sugars: 5.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Honey Whole Wheat,1 bagel,Honey Whole Wheat,260,N/A,"Calories: 260.0 , Fat Calories: 25.0 , Total Fat: 3.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 49.0 , Dietary Fiber: 7.0 , Sugars: 7.0 , Protein: 10.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Everything,1 bagel,Everything Bagel,280,N/A,"Calories: 280.0 , Fat Calories: 15.0 , Total Fat: 2.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 56.0 , Dietary Fiber: 2.0 , Sugars: 5.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Pumpernickel,1 bagel,Pumpernickel,270,N/A,"Calories: 270.0 , Fat Calories: 10.0 , Total Fat: 1.5 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 55.0 , Dietary Fiber: 3.0 , Sugars: 4.0 , Protein: 10.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Cinnamon Raisin,1 bagel,Cinnamon Raisin,280,N/A,"Calories: 280.0 , Fat Calories: 10.0 , Total Fat: 1.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 58.0 , Dietary Fiber: 2.0 , Sugars: 12.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Cranberry,1 bagel,Cranberry,290,N/A,"Calories: 290.0 , Fat Calories: 10.0 , Total Fat: 1.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 61.0 , Dietary Fiber: 2.0 , Sugars: 12.0 , Protein: 10.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Garlic,1 bagel,Garlic,280,N/A,"Calories: 280.0 , Fat Calories: 20.0 , Total Fat: 2.5 , Saturated Fat: 0.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 55.0 , Dietary Fiber: 2.0 , Sugars: 5.0 , Protein: 10.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,9-Grain,1 bagel,9-Grain,300,N/A,"Calories: 300.0 , Fat Calories: 50.0 , Total Fat: 6.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 51.0 , Dietary Fiber: 8.0 , Sugars: 6.0 , Protein: 13.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Onion,1 bagel,Onion,280,N/A,"Calories: 280.0 , Fat Calories: 15.0 , Total Fat: 1.5 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 56.0 , Dietary Fiber: 2.0 , Sugars: 4.0 , Protein: 10.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Poppy,1 bagel,Poppy,280,N/A,"Calories: 280.0 , Fat Calories: 25.0 , Total Fat: 2.5 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 54.0 , Dietary Fiber: 2.0 , Sugars: 5.0 , Protein: 10.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Potato,1 bagel,Potato,280,N/A,"Calories: 280.0 , Fat Calories: 35.0 , Total Fat: 4.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 52.0 , Dietary Fiber: 2.0 , Sugars: 5.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Classic Bagels,Sesame,1 bagel,Sesame,290,N/A,"Calories: 290.0 , Fat Calories: 25.0 , Total Fat: 2.5 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 56.0 , Dietary Fiber: 2.0 , Sugars: 5.0 , Protein: 10.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,Thintastic Buffalo Chicken,10.1oz,"Grilled Chicken Breast, Frank’s® RedHot® Sauce, Lettuce, Tomato, Red Onion, Ranch with Reduced Fat Plain Shmear on a Plain Thintastic™ Bagel",600,N/A,"Calories: 600.0 , Fat Calories: 200.0 , Total Fat: 22.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 100.0 , Sodium: None , Potassium: None , Total Carbohydrates: 57.0 , Dietary Fiber: 8.0 , Sugars: 2.0 , Protein: 46.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,Thintastic Chicken Pesto,8.8oz,"Grilled Chicken Breast, Tomato, Mozzarella Cheese with Pesto and Balsamic Vinegar on a Plain Thintastic™ Bagel",470,N/A,"Calories: 470.0 , Fat Calories: 150.0 , Total Fat: 17.0 , Saturated Fat: 6.0 , Trans Fat: 0.0 , Cholesterol: 80.0 , Sodium: None , Potassium: None , Total Carbohydrates: 45.0 , Dietary Fiber: 5.0 , Sugars: 6.0 , Protein: 37.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,Turkey Club Tostini,13.1oz,"Roasted Turkey, Applewood Bacon, Spinach, Tomato, Mozzarella Cheese with Roasted Tomato Spread on Ciabatta Bread",750,N/A,"Calories: 750.0 , Fat Calories: 350.0 , Total Fat: 39.0 , Saturated Fat: 11.0 , Trans Fat: 0.5 , Cholesterol: 95.0 , Sodium: None , Potassium: None , Total Carbohydrates: 60.0 , Dietary Fiber: 9.0 , Sugars: 5.0 , Protein: 43.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,Italian Chicken Tostini,12oz,"Grilled Chicken Breast, Pepperoni, Spinach, Roasted Red Peppers, Mozzarella Cheese with Basil Pesto on Ciabatta Bread",740,N/A,"Calories: 740.0 , Fat Calories: 340.0 , Total Fat: 37.0 , Saturated Fat: 12.0 , Trans Fat: 0.0 , Cholesterol: 105.0 , Sodium: None , Potassium: None , Total Carbohydrates: 59.0 , Dietary Fiber: 9.0 , Sugars: 3.0 , Protein: 48.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,Pizza Bagel Pepperoni,7.1oz,PEPPERONI on a Plain Bagel,530,N/A,"Calories: 530.0 , Fat Calories: 200.0 , Total Fat: 23.0 , Saturated Fat: 12.0 , Trans Fat: 0.0 , Cholesterol: 55.0 , Sodium: None , Potassium: None , Total Carbohydrates: 59.0 , Dietary Fiber: 2.0 , Sugars: 7.0 , Protein: 27.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,Pizza Bagel Cheese,6.4oz,Cheese on Plain Bagel,440,N/A,"Calories: 440.0 , Fat Calories: 120.0 , Total Fat: 14.0 , Saturated Fat: 8.0 , Trans Fat: 0.0 , Cholesterol: 40.0 , Sodium: None , Potassium: None , Total Carbohydrates: 58.0 , Dietary Fiber: 2.0 , Sugars: 7.0 , Protein: 23.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,BBQ Chicken Tostini,8.8oz,"Grilled Chicken Breast, BBQ Sauce, Mozzarella Cheese and Red Onions on Ciabatta Bread",530,N/A,"Calories: 530.0 , Fat Calories: 110.0 , Total Fat: 12.0 , Saturated Fat: 5.0 , Trans Fat: 0.0 , Cholesterol: 80.0 , Sodium: None , Potassium: None , Total Carbohydrates: 68.0 , Dietary Fiber: 8.0 , Sugars: 15.0 , Protein: 39.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Hot Sandwiches,Roasted Veggie Tostini,10.5oz,"Roasted Asparagus, Sautéed Mushrooms, Spinach, Roasted Red Peppers, Balsamic Onions, Mozzarella Cheese with Garlic & Herb Shmear on Ciabatta Bread",510,N/A,"Calories: 510.0 , Fat Calories: 180.0 , Total Fat: 20.0 , Saturated Fat: 10.0 , Trans Fat: 0.0 , Cholesterol: 40.0 , Sodium: None , Potassium: None , Total Carbohydrates: 62.0 , Dietary Fiber: 10.0 , Sugars: 4.0 , Protein: 23.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Signature Bagels,Blueberry,1 bagel,Blueberry,290,N/A,"Calories: 290.0 , Fat Calories: 10.0 , Total Fat: 1.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 59.0 , Dietary Fiber: 2.0 , Sugars: 11.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Signature Bagels,Chocolate Chip,1 bagel,Chocolate Chip,300,N/A,"Calories: 300.0 , Fat Calories: 30.0 , Total Fat: 3.5 , Saturated Fat: 1.5 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 58.0 , Dietary Fiber: 3.0 , Sugars: 10.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Signature Bagels,Cinnamon Sugar,1 bagel,Cinnamon Sugar,300,N/A,"Calories: 300.0 , Fat Calories: 25.0 , Total Fat: 3.0 , Saturated Fat: 1.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 61.0 , Dietary Fiber: 2.0 , Sugars: 12.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Signature Bagels,Pretzel,1 bagel,Pretzel,260,N/A,"Calories: 260.0 , Fat Calories: 10.0 , Total Fat: 1.0 , Saturated Fat: 0.0 , Trans Fat: 0.0 , Cholesterol: 0.0 , Sodium: None , Potassium: None , Total Carbohydrates: 54.0 , Dietary Fiber: 2.0 , Sugars: 5.0 , Protein: 9.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
Every Day,Eggs,1 Fresh Cracked Egg,1 Egg,Whole egg,80,N/A,"Calories: 80.0 , Fat Calories: 50.0 , Total Fat: 6.0 , Saturated Fat: 2.0 , Trans Fat: None , Cholesterol: 185.0 , Sodium: None , Potassium: None , Total Carbohydrates: 1.0 , Dietary Fiber: 0.0 , Sugars: 0.0 , Protein: 6.0 , Vitamin A: None , Vitamin C: 0.0 , Calcium: 0.0 , Iron: 0.0 ",
Every Day,Eggs,1 Fresh Cracked Eggs,2 Egg,Whole egg,160,N/A,"Calories: 160.0 , Fat Calories: 100.0 , Total Fat: 11.0 , Saturated Fat: 4.0 , Trans Fat: 0.0 , Cholesterol: 370.0 , Sodium: None , Potassium: None , Total Carbohydrates: 1.0 , Dietary Fiber: 0.0 , Sugars: 1.0 , Protein: 13.0 , Vitamin A: None , Vitamin C: None , Calcium: None , Iron: None ",
