Meal Period,Category,Item Name,Portion,Description,Calories,Ingredients,Nutrients,Filters
Every Day,Pizza,Pepperoni Calzone,2 piece,Pepperoni Calzone,560,"Pizza Dough, Part Skim Mozzarella Cheese, Pepperoni-, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Canola Oil, Italian Seasoning, Salt, Basil, Garlic, Black Pepper","Calories: 560 kcal, Protein (g): 25 g, Total Carbohydrates (g): 62 g, Sugar (g): 4 g, Total Fat (g): 24 g, Saturated Fat (g): 10 g, Cholesterol (mg): 50 mg, Dietary Fiber (g): 3 g, Sodium (mg): 1380 mg, Potassium (mg): 340+ mg, Calcium (mg): 340 mg, Iron (mg): 4.9 mg, Trans Fat (g): 0.5 g, Vitamin D (IU): 60+ IU, Vitamin C (mg): 4 mg, Calories From Fat: 220 kcal, Vitamin A (RE): 5+ RE, Saturated Fat + Trans Fat (g): 10 g","Gluten, Milk, Wheat, Tomato, Beef, Garlic, Mustard*, Egg*, Soy*, Pork, Sesame*, Good Source of Protein"
Every Day,Pizza,Flatbread,1/2 each,Flatbread,250,Flatbread,"Calories: 250 kcal, Protein (g): 7 g, Total Carbohydrates (g): 37 g, Sugar (g): 3 g, Total Fat (g): 8 g, Saturated Fat (g): 1.5 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 1 g, Sodium (mg): 430 mg, Potassium (mg): 100 mg, Calcium (mg): 40 mg, Iron (mg): 2.3 mg, Trans Fat (g): 0 g, Vitamin D (IU): 5 IU, Vitamin C (mg): 0 mg, Calories From Fat: 70 kcal, Vitamin A (RE): 0 RE, Saturated Fat + Trans Fat (g): 0 g","Gluten, Milk, Wheat, Vegetarian, Soy*, Sesame*, Good Source of Protein"
Every Day,Pasta,Just Penne Rustica Bowl,16 ounce,Just Penne Rustica Bowl,610,"Water, Penne, Tomatoes, Water, Marinara Sauce, Chablis Wine, Mayonnaise, Onions, Olive Oil, Mushrooms, Waters, Spinach, Celery, Tomatoes, Basil, Hot Chili Sauce, Basil, Parmesan Cheese, Cornstarch, Carrots, Shallots, Garlic, Parsley, Thyme, Black Pepper, Thyme, Bay Leaf","Calories: 610 kcal, Protein (g): 12 g, Total Carbohydrates (g): 54 g, Sugar (g): 8+ g, Total Fat (g): 36 g, Saturated Fat (g): 6 g, Cholesterol (mg): 15 mg, Dietary Fiber (g): 5 g, Sodium (mg): 540 mg, Potassium (mg): 610 mg, Calcium (mg): 110 mg, Iron (mg): 3 mg, Trans Fat (g): - g, Vitamin D (IU): 5+ IU, Vitamin C (mg): 26+ mg, Calories From Fat: 330 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Egg, Vegetarian, Onion, Tomato, Garlic, Sulphites, Mustard, Mushroom, Alcohol, Celery"
Every Day,Pasta,Chicken & Broccoli Pasta Alfredo,16 ounce,"Chicken, Broccoli and Vegetable Medley in Creamy Asiago Alfredo",530,"Water, Water, Whole Milk, Broccoli, Penne, Chicken, Squash, Carrots, Zucchini, Asiago Cheese, Water, Cornstarch, Part Skim Mozzarella Cheese, Basil, Canola Oil, Parmesan Cheese, Olive Oil, Garlic, Salt, Black Pepper","Calories: 530 kcal, Protein (g): 39 g, Total Carbohydrates (g): 60 g, Sugar (g): 12 g, Total Fat (g): 15 g, Saturated Fat (g): 6 g, Cholesterol (mg): 70 mg, Dietary Fiber (g): 8 g, Sodium (mg): 410 mg, Potassium (mg): 760+ mg, Calcium (mg): 390+ mg, Iron (mg): 1.7+ mg, Trans Fat (g): - g, Vitamin D (IU): 70+ IU, Vitamin C (mg): 92+ mg, Calories From Fat: 140 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Egg, Garlic, Poultry, Good Source of Protein"
Every Day,Pasta,Spaghetti and Meatballs,2-1/4 cup,A classic dish,620,"Water, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Spaghetti, Beef Meatballs, Onions, Tomato puree (tomato puree, water, tomato paste, citric acid), Canola Oil, Salt, Parmesan Cheese, Garlic, Parsley, Basil, Black Pepper, Oregano, Bay Leaf","Calories: 620 kcal, Protein (g): 31 g, Total Carbohydrates (g): 68 g, Sugar (g): 14+ g, Total Fat (g): 26 g, Saturated Fat (g): 8 g, Cholesterol (mg): 60 mg, Dietary Fiber (g): 7 g, Sodium (mg): 1300 mg, Potassium (mg): 1250 mg, Calcium (mg): 160 mg, Iron (mg): 8 mg, Trans Fat (g): - g, Vitamin D (IU): 0 IU, Vitamin C (mg): 22+ mg, Calories From Fat: 240 kcal, Vitamin A (RE): 20+ RE, Saturated Fat + Trans Fat (g): 10+ g","Gluten, Milk, Wheat, Soy, Onion, Tomato, Beef, Garlic, Egg*, Celery, Good Source of Protein"
Every Day,Pasta,Penne Pasta,1 cup,Tender pasta,180,"Water, Penne, Salt","Calories: 180 kcal, Protein (g): 7 g, Total Carbohydrates (g): 35 g, Sugar (g): less than 1 gram g, Total Fat (g): 1 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 2 g, Sodium (mg): 150 mg, Potassium (mg): 50 mg, Calcium (mg): 10 mg, Iron (mg): 1.5 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 10 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Wheat, Vegetarian, Egg*"
Every Day,Pasta,Grilled Chicken,1 each,"Boneless breast of chicken, grilled to perfection",150,"Chicken, Canola Oil","Calories: 150 kcal, Protein (g): 23 g, Total Carbohydrates (g): 0 g, Sugar (g): 0 g, Total Fat (g): 7 g, Saturated Fat (g): 1.5 g, Cholesterol (mg): 80 mg, Dietary Fiber (g): 0 g, Sodium (mg): 140 mg, Potassium (mg): 260 mg, Calcium (mg): 0 mg, Iron (mg): 0.4 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 60 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Poultry, Avoiding Gluten, Good Source of Protein"
Every Day,Pasta,Italian Meatballs,2 each,Italian Meatballs,160,"Ground Beef, Turkey, Multigrain Bread, Parmesan Cheese, Liquid Egg White, Fat Free Milk, Basil Pesto, Parsley, Dijon Mustard, Garlic, Onion, Oregano, Basil, Thyme, Oil","Calories: 160 kcal, Protein (g): 14 g, Total Carbohydrates (g): 4 g, Sugar (g): less than 1 gram g, Total Fat (g): 10 g, Saturated Fat (g): 3 g, Cholesterol (mg): 45 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 160 mg, Potassium (mg): 170+ mg, Calcium (mg): 70 mg, Iron (mg): 1.6 mg, Trans Fat (g): - g, Vitamin D (IU): 5+ IU, Vitamin C (mg): 2+ mg, Calories From Fat: 90 kcal, Vitamin A (RE): 5+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Egg, Soy, Onion, Beef, Garlic, Tree Nuts*, Poultry, Mustard, Sesame, Alcohol, Good Source of Protein"
Every Day,Sandwiches,Chicken Parmesan Sub,1 each,Chicken with melted Italian cheeses and marinara on a sub,610,"Chicken Breast, Hoagie Roll, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Provolone Cheese, Onions, Tomato puree (tomato puree, water, tomato paste, citric acid), Parmesan Cheese, Canola Oil, Garlic, Salt, Basil, Black Pepper, Oregano","Calories: 610 kcal, Protein (g): 36 g, Total Carbohydrates (g): 67 g, Sugar (g): 4 g, Total Fat (g): 22 g, Saturated Fat (g): 8 g, Cholesterol (mg): 60 mg, Dietary Fiber (g): 6 g, Sodium (mg): 1540 mg, Potassium (mg): 630 mg, Calcium (mg): 380 mg, Iron (mg): 4.5 mg, Trans Fat (g): - g, Vitamin D (IU): 5 IU, Vitamin C (mg): 7 mg, Calories From Fat: 200 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 10+ g","Gluten, Milk, Wheat, MSG*, Soy, Onion, Tomato, Garlic, Mustard*, Celery*, Poultry, Good Source of Protein"
Every Day,Sandwiches,Buffalo Chicken Sub,1 each,Buffalo Chicken Sub,480,"White Roll Dough, Chicken Strips, Lettuce, Provolone Cheese, Blue Cheese Dressing, Tomatoes, Buffalo Wing Sauce, Onions","Calories: 480 kcal, Protein (g): 26 g, Total Carbohydrates (g): 52 g, Sugar (g): 5 g, Total Fat (g): 18 g, Saturated Fat (g): 6 g, Cholesterol (mg): 55 mg, Dietary Fiber (g): 2 g, Sodium (mg): 1090 mg, Potassium (mg): 620 mg, Calcium (mg): 180 mg, Iron (mg): 3.8 mg, Trans Fat (g): - g, Vitamin D (IU): 50+ IU, Vitamin C (mg): 3+ mg, Calories From Fat: 160 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Egg, Soy, Onion, Tomato, Garlic, Poultry, Sesame*, MSG, Mustard, Good Source of Protein"
Every Day,Sandwiches,Chipotle Turkey Melt Sub,1 sandwich,Chipotle Turkey Melt Sub,300,"Turkey, Hoagie Roll, Light Mayonnaise, Bacon, Pepper Jack Cheese, Chipotle Peppers","Calories: 300 kcal, Protein (g): 16 g, Total Carbohydrates (g): 21 g, Sugar (g): less than 1 gram g, Total Fat (g): 16 g, Saturated Fat (g): 5 g, Cholesterol (mg): 50 mg, Dietary Fiber (g): 2 g, Sodium (mg): 1090 mg, Potassium (mg): 170+ mg, Calcium (mg): 120+ mg, Iron (mg): 1.6 mg, Trans Fat (g): - g, Vitamin D (IU): 5+ IU, Vitamin C (mg): 0+ mg, Calories From Fat: 150 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Egg, Soy, Onion, Tomato, Garlic, Poultry, Pork, Mustard, Good Source of Protein"
Every Day,Sandwiches,Caprese Sub (Nut Free Pesto),3/4 sandwich,Caprese Sub (Nut Free Pesto),410,"Hoagie Roll, Part Skim Mozzarella Cheese, Tomatoes, Spinach, Basil Pesto","Calories: 410 kcal, Protein (g): 22 g, Total Carbohydrates (g): 38 g, Sugar (g): 2 g, Total Fat (g): 19 g, Saturated Fat (g): 8 g, Cholesterol (mg): 45 mg, Dietary Fiber (g): 3 g, Sodium (mg): 880 mg, Potassium (mg): 360+ mg, Calcium (mg): 560 mg, Iron (mg): 2.6 mg, Trans Fat (g): - g, Vitamin D (IU): 10+ IU, Vitamin C (mg): 9 mg, Calories From Fat: 170 kcal, Vitamin A (RE): 30+ RE, Saturated Fat + Trans Fat (g): 10+ g","Gluten, Milk, Wheat, Soy, Vegetarian, Tomato, Garlic, Good Source of Protein"
Every Day,Sandwiches,Meatball Parmesan Sub,3/4 each,Everybody's favorite hot Italian sandwich,490,"Beef Meatballs, Hoagie Roll, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Provolone Cheese, Onions, Tomato puree (tomato puree, water, tomato paste, citric acid), Parmesan Cheese, Canola Oil, Garlic, Salt, Basil, Black Pepper, Oregano","Calories: 490 kcal, Protein (g): 27 g, Total Carbohydrates (g): 42 g, Sugar (g): 5 g, Total Fat (g): 24 g, Saturated Fat (g): 10 g, Cholesterol (mg): 60 mg, Dietary Fiber (g): 3 g, Sodium (mg): 1070 mg, Potassium (mg): 660 mg, Calcium (mg): 310 mg, Iron (mg): 5 mg, Trans Fat (g): - g, Vitamin D (IU): 5 IU, Vitamin C (mg): 5+ mg, Calories From Fat: 220 kcal, Vitamin A (RE): 15+ RE, Saturated Fat + Trans Fat (g): 10+ g","Gluten, Milk, Wheat, Soy, Onion, Tomato, Beef, Garlic, Celery, Good Source of Protein"
