Meal Period,Category,Item Name,Portion,Description,Calories,Ingredients,Nutrients,Filters
Lunch,GRILL STATION,French Fries,1/2 cup,Crispy strips of fried potatoes,150,"French Fries, Salt","Calories: 150 kcal, Protein (g): less than 1 gram g, Total Carbohydrates (g): 17 g, Sugar (g): 0 g, Total Fat (g): 9 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 300 mg, Potassium (mg): 260 mg, Calcium (mg): 0 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 0+ mg, Calories From Fat: 80 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0+ g",Soy
Lunch,GRILL STATION,Shredded Iceberg Lettuce,1 cup,Shredded Iceberg Lettuce,10,Lettuce,"Calories: 10 kcal, Protein (g): less than 1 gram g, Total Carbohydrates (g): 2 g, Sugar (g): 1 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 5 mg, Potassium (mg): 100 mg, Calcium (mg): 10 mg, Iron (mg): 0.3 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 2 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Avoiding Gluten"
Lunch,GRILL STATION,Sliced Tomatoes,1 slice,Sliced Tomatoes,0,Tomatoes,"Calories: 0 kcal, Protein (g): 0 g, Total Carbohydrates (g): less than 1 gram g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 30 mg, Calcium (mg): 0 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 2 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Tomato, Vegan, Avoiding Gluten"
Lunch,GRILL STATION,Sliced Dill Pickles,1 ounce,Sliced Dill Pickles,0,Pickles,"Calories: 0 kcal, Protein (g): 0 g, Total Carbohydrates (g): less than 1 gram g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 230 mg, Potassium (mg): 30 mg, Calcium (mg): 20 mg, Iron (mg): 0.1 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Mustard*"
Lunch,GRILL STATION,Sliced Red Onion,1 slice,Sliced Red Onion,5,Onions,"Calories: 5 kcal, Protein (g): 0 g, Total Carbohydrates (g): 1 g, Sugar (g): less than 1 gram g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 20 mg, Calcium (mg): 0 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Onion, Vegan, Avoiding Gluten"
Lunch,ROOTED,Meatless Chicken Tender,2 each,Meatless Chicken Tender,270,Meatless Chicken Strips,"Calories: 270 kcal, Protein (g): 26 g, Total Carbohydrates (g): 24 g, Sugar (g): less than 1 gram g, Total Fat (g): 9 g, Saturated Fat (g): 1 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 4 g, Sodium (mg): 810 mg, Potassium (mg): 100 mg, Calcium (mg): 110 mg, Iron (mg): 2.6 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 80 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Gluten, Wheat, MSG*, Soy, Vegetarian, Onion, Vegan, Garlic, Mustard*, Celery*, Good Source of Protein"
Lunch,ROOTED,Cauliflower Alfredo Sauce,1/2 cup,A creamy rich cauliflower version of the classic alfredo sauce,140,"Cauliflower, Rice Milk, Earth Balance Buttery Spread, Nutritional Yeast, Salt, Black Pepper","Calories: 140 kcal, Protein (g): 5 g, Total Carbohydrates (g): 13 g, Sugar (g): 5 g, Total Fat (g): 8 g, Saturated Fat (g): 2 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 4 g, Sodium (mg): 490 mg, Potassium (mg): 500+ mg, Calcium (mg): 90 mg, Iron (mg): 0.9+ mg, Trans Fat (g): 0 g, Vitamin D (IU): 40+ IU, Vitamin C (mg): 68+ mg, Calories From Fat: 70 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan"
Lunch,ROOTED,Mediterranean Wheat Couscous,1 cup,Mediterranean Wheat Couscous,160,"Water, Tomatoes, Whole Wheat Couscous, Red Bell Peppers, Cucumber, Lemon Juice, Green Onions, Canola Oil, Vegetable Base, Sage, Salt, Black Pepper","Calories: 160 kcal, Protein (g): 4 g, Total Carbohydrates (g): 26 g, Sugar (g): 2 g, Total Fat (g): 5 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 3 g, Sodium (mg): 320 mg, Potassium (mg): 190+ mg, Calcium (mg): 20 mg, Iron (mg): 0.4 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 33 mg, Calories From Fat: 50 kcal, Vitamin A (RE): 15+ RE, Saturated Fat + Trans Fat (g): 0 g","Gluten, Wheat, Vegetarian, Onion, Tomato, Vegan, Garlic, Celery"
Lunch,ROOTED,Blanched Fresh Spinach,1/2 cup,Blanched Fresh Spinach,10,Spinach,"Calories: 10 kcal, Protein (g): less than 1 gram g, Total Carbohydrates (g): 1 g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 25 mg, Potassium (mg): 180 mg, Calcium (mg): 30 mg, Iron (mg): 0.9 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 9 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Avoiding Gluten"
Lunch,DELI SPECIAL,Italian Cold Cut Slider,1 each,Mini Italian sandwich,250,"French Petite Roll Dough, Banana Peppers, Genoa Salami, Ham, Provolone Cheese, Balsamic Vinegar Glace, Pepperoni-","Calories: 250 kcal, Protein (g): 12 g, Total Carbohydrates (g): 20 g, Sugar (g): 4 g, Total Fat (g): 13 g, Saturated Fat (g): 5 g, Cholesterol (mg): 40 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 820 mg, Potassium (mg): 100+ mg, Calcium (mg): 120 mg, Iron (mg): 1.4 mg, Trans Fat (g): - g, Vitamin D (IU): 10+ IU, Vitamin C (mg): 4+ mg, Calories From Fat: 120 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Egg, Soy, Beef, Garlic, Mustard*, Celery*, Pork, Sesame*, Sulphites, Good Source of Protein"
Lunch,PIZZA/FLATBREADS,Cheese Pizza,1 slice,Traditional pizza with just pizza sauce and mozzarella cheese,190,"Pizza Dough, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Canola Oil, Salt, Basil, Garlic, Black Pepper","Calories: 190 kcal, Protein (g): 8 g, Total Carbohydrates (g): 28 g, Sugar (g): 2 g, Total Fat (g): 5 g, Saturated Fat (g): 2 g, Cholesterol (mg): 10 mg, Dietary Fiber (g): 1 g, Sodium (mg): 430 mg, Potassium (mg): 110 mg, Calcium (mg): 110 mg, Iron (mg): 1.9 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1 mg, Calories From Fat: 45 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0 g","Gluten, Milk, Wheat, Vegetarian, Tomato, Garlic, Egg*, Soy*, Sulphites, Good Source of Protein"
Lunch,PIZZA/FLATBREADS,Pepperoni Pizza,1 slice,Pepperoni Pizza,210,"Pizza Dough, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Pepperoni-, Canola Oil, Salt, Basil, Garlic, Black Pepper","Calories: 210 kcal, Protein (g): 9 g, Total Carbohydrates (g): 28 g, Sugar (g): 2 g, Total Fat (g): 6 g, Saturated Fat (g): 2.5 g, Cholesterol (mg): 10 mg, Dietary Fiber (g): 1 g, Sodium (mg): 480 mg, Potassium (mg): 120 mg, Calcium (mg): 110 mg, Iron (mg): 2 mg, Trans Fat (g): 0 g, Vitamin D (IU): 5 IU, Vitamin C (mg): 1 mg, Calories From Fat: 60 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 5 g","Gluten, Milk, Wheat, Tomato, Beef, Garlic, Mustard*, Egg*, Soy*, Pork, Sulphites, Good Source of Protein"
Lunch,PIZZA/FLATBREADS,Spinach Ricotta Garlic Focaccia Pizza,1 slice,Spinach Ricotta Garlic Focaccia Pizza,180,"Focaccia Bread, Tomatoes, Spinach, Ricotta Cheese, Part Skim Mozzarella Cheese, Crushed tomatoes (unpeeled tomatoes, tomato puree, salt, citric acid), Canola Oil, Chopped whole peeled tomatoes (tomatoes, tomato juice, salt, calcium chloride, citric acid), Garlic, Balsamic Vinegar Glace, Onions, Basil, Salt, Black Pepper, Basil, Garlic","Calories: 180 kcal, Protein (g): 7 g, Total Carbohydrates (g): 25 g, Sugar (g): 4 g, Total Fat (g): 5 g, Saturated Fat (g): 2 g, Cholesterol (mg): 10 mg, Dietary Fiber (g): 2 g, Sodium (mg): 460 mg, Potassium (mg): 240 mg, Calcium (mg): 130 mg, Iron (mg): 1.8 mg, Trans Fat (g): 0 g, Vitamin D (IU): 5+ IU, Vitamin C (mg): 10+ mg, Calories From Fat: 50 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0 g","Gluten, Milk, Wheat, Vegetarian, Onion, Tomato, Garlic, Egg*, Soy*, Tree Nuts*, Sulphites, Good Source of Protein"
Lunch,PIZZA/FLATBREADS,Crushed Red Pepper,1 tsp,Crushed Red Pepper,5,Red Pepper,"Calories: 5 kcal, Protein (g): 0 g, Total Carbohydrates (g): 1 g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 40 mg, Calcium (mg): 0 mg, Iron (mg): 0.1 mg, Trans Fat (g): - g, Vitamin D (IU): 0 IU, Vitamin C (mg): 1 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0+ g","Vegetarian, Vegan, Avoiding Gluten"
Lunch,PIZZA/FLATBREADS,Dried Oregano,1 tsp,Dried Oregano,0,Oregano,"Calories: 0 kcal, Protein (g): 0 g, Total Carbohydrates (g): 0 g, Sugar (g): - g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 0 mg, Calcium (mg): 10 mg, Iron (mg): 0.3 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Avoiding Gluten"
Lunch,PIZZA/FLATBREADS,Grated Parmesan Cheese,1 tsp,Grated Parmesan Cheese,10,Parmesan Cheese,"Calories: 10 kcal, Protein (g): less than 1 gram g, Total Carbohydrates (g): 0 g, Sugar (g): 0 g, Total Fat (g): 0.5 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 40 mg, Potassium (mg): 0 mg, Calcium (mg): 20 mg, Iron (mg): 0 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 5 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Milk, Vegetarian, Avoiding Gluten"
Lunch,PIZZA/FLATBREADS,Garlic Powder,1 tsp,Garlic Powder,10,Garlic,"Calories: 10 kcal, Protein (g): 0 g, Total Carbohydrates (g): 2 g, Sugar (g): 0 g, Total Fat (g): 0 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): 0 g, Sodium (mg): 0 mg, Potassium (mg): 30 mg, Calcium (mg): 0 mg, Iron (mg): 0.2 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 0 kcal, Vitamin A (RE): - RE, Saturated Fat + Trans Fat (g): 0 g","Vegetarian, Vegan, Garlic, Avoiding Gluten"
Lunch,THE KITCHEN PASTA BAR,Whole Wheat Rotini Pasta,1/2 cup,Whole Wheat Rotini Pasta,80,"Water, Whole Grain Rotini, Canola Oil, Salt","Calories: 80 kcal, Protein (g): 3 g, Total Carbohydrates (g): 15 g, Sugar (g): 0 g, Total Fat (g): 1 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0+ mg, Dietary Fiber (g): 2 g, Sodium (mg): 0 mg, Potassium (mg): 50 mg, Calcium (mg): 10 mg, Iron (mg): 0.9 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 0+ mg, Calories From Fat: 10 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Wheat, Vegetarian, Vegan"
Lunch,THE KITCHEN PASTA BAR,Bowtie Pasta,3/4 cup,Lightly tossed in melted margarine,160,"Water, Pasta, Butter, Salt","Calories: 160 kcal, Protein (g): 5 g, Total Carbohydrates (g): 28 g, Sugar (g): less than 1 gram g, Total Fat (g): 3 g, Saturated Fat (g): 1.5 g, Cholesterol (mg): 5 mg, Dietary Fiber (g): 2 g, Sodium (mg): 135 mg, Potassium (mg): 40 mg, Calcium (mg): 10 mg, Iron (mg): 1.2 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 30 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Milk, Wheat, Vegetarian, Egg*"
Lunch,THE KITCHEN PASTA BAR,Creamy Pesto Sauce,3 floz,With cream and basil,80,"Fat Free Milk, Basil Pesto, Butter, All Purpose Flour, Paprika (Paprika and Silicon Dioxide), Salt, White Pepper","Calories: 80 kcal, Protein (g): 3 g, Total Carbohydrates (g): 6 g, Sugar (g): 3+ g, Total Fat (g): 5 g, Saturated Fat (g): 2.5 g, Cholesterol (mg): 10 mg, Dietary Fiber (g): 0 g, Sodium (mg): 130 mg, Potassium (mg): 100+ mg, Calcium (mg): 90 mg, Iron (mg): 0.3 mg, Trans Fat (g): - g, Vitamin D (IU): 30+ IU, Vitamin C (mg): 0 mg, Calories From Fat: 50 kcal, Vitamin A (RE): 10+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Vegetarian, Garlic"
Lunch,THE KITCHEN PASTA BAR,Marinara Sauce,1 ladle-1oz,Classic Italian Tomato sauce,15,"Diced tomatoes (tomatoes, tomato juice, calcium chloride, citric acid), Water, Tomato paste (tomato paste, salt, citric acid), Onions, Canola Oil, Parsley, Sugar, Garlic, Salt, Basil, Black Pepper","Calories: 15 kcal, Protein (g): 0 g, Total Carbohydrates (g): 2 g, Sugar (g): 1 g, Total Fat (g): 0.5 g, Saturated Fat (g): 0 g, Cholesterol (mg): 0 mg, Dietary Fiber (g): less than 1 gram g, Sodium (mg): 55 mg, Potassium (mg): 80 mg, Calcium (mg): 10 mg, Iron (mg): 0.3 mg, Trans Fat (g): - g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 3 mg, Calories From Fat: 5 kcal, Vitamin A (RE): 10+ RE, Saturated Fat + Trans Fat (g): 0+ g","Vegetarian, Onion, Tomato, Vegan, Garlic"
Lunch,PIZZA STATION PASTA BAR,Pesto Shrimp and Penne,6 oz portion,Shrimp Tossed with Penne and Pesto Sauce,370,"Water, Penne, Shrimp, Basil Pesto, Parmesan Cheese, Canola Oil, Salt, Garlic","Calories: 370 kcal, Protein (g): 18 g, Total Carbohydrates (g): 31 g, Sugar (g): less than 1 gram g, Total Fat (g): 19 g, Saturated Fat (g): 3.5 g, Cholesterol (mg): 80 mg, Dietary Fiber (g): 2 g, Sodium (mg): 770 mg, Potassium (mg): 110+ mg, Calcium (mg): 200 mg, Iron (mg): 1.7 mg, Trans Fat (g): - g, Vitamin D (IU): 0+ IU, Vitamin C (mg): 2+ mg, Calories From Fat: 170 kcal, Vitamin A (RE): 100+ RE, Saturated Fat + Trans Fat (g): 5+ g","Gluten, Milk, Wheat, Garlic, Egg*, Shellfish - Crustacean, Good Source of Protein"
Lunch,PIZZA STATION PASTA BAR,Bowtie Pasta,3/4 cup,Lightly tossed in melted margarine,160,"Water, Pasta, Butter, Salt","Calories: 160 kcal, Protein (g): 5 g, Total Carbohydrates (g): 28 g, Sugar (g): less than 1 gram g, Total Fat (g): 3 g, Saturated Fat (g): 1.5 g, Cholesterol (mg): 5 mg, Dietary Fiber (g): 2 g, Sodium (mg): 135 mg, Potassium (mg): 40 mg, Calcium (mg): 10 mg, Iron (mg): 1.2 mg, Trans Fat (g): 0 g, Vitamin D (IU): 0 IU, Vitamin C (mg): 0 mg, Calories From Fat: 30 kcal, Vitamin A (RE): 0+ RE, Saturated Fat + Trans Fat (g): 0+ g","Gluten, Milk, Wheat, Vegetarian, Egg*"
